RH	TEMP	WINDSPEED	ELAPSEDTIME 
%	degC	cm/s	ms     
0.0000  13.00  1248.914062  237798.00
0.0000  13.00  1262.195312  237907.00
0.0000  13.00  1169.445312  238018.00
0.0000  13.00  1262.195312  238129.00
0.0000  13.00  1182.667968  238238.00
0.0000  13.00  881.078125  238349.00
0.0000  13.00  1209.136718  238458.00
0.0000  13.00  1129.847656  238569.00
0.0000  13.00  1222.386718  238679.00
0.0000  14.00  1129.847656  238789.00
0.0000  13.00  1209.136718  238900.00
0.0000  13.00  1169.445312  239009.00
0.0000  13.00  1143.039062  239120.00
0.0000  14.00  1209.136718  239229.00
0.0000  14.00  1077.183593  239340.00
0.0000  13.00  1209.136718  239451.00
0.0000  13.00  1209.136718  239560.00
0.0000  13.00  1156.238281  239671.00
0.0000  13.00  1169.445312  239780.00
0.0000  13.00  1090.332031  239891.00
0.0000  14.00  1169.445312  240002.00
0.0000  15.00  1050.906250  240111.00
0.0000  15.00  1129.847656  240222.00
0.0000  15.00  1169.445312  240331.00
0.0000  15.00  1169.445312  240442.00
0.0000  15.00  1116.667968  240551.00
0.0000  15.00  1090.332031  240662.00
0.0000  15.00  1116.667968  240772.00
0.0000  15.00  1037.789062  240882.00
0.0000  15.00  1116.667968  240992.00
0.0000  14.00  1037.789062  241102.00
0.0000  14.00  1116.667968  241213.00
0.0000  14.00  1169.445312  241323.00
0.0000  14.00  1116.667968  241433.00
0.0000  13.00  1129.847656  241543.00
0.0000  13.00  1050.906250  241653.00
0.0000  13.00  1116.667968  241764.00
0.0000  13.00  1037.789062  241873.00
0.0000  13.00  1116.667968  241984.00
0.0000  13.00  1129.847656  242094.00
0.0000  13.00  1037.789062  242204.00
0.0000  13.00  1116.667968  242315.00
0.0000  13.00  1050.906250  242424.00
0.0000  13.00  1116.667968  242535.00
0.0000  13.00  1116.667968  242644.00
0.0000  13.00  1037.789062  242755.00
0.0000  13.00  1129.847656  242866.00
0.0000  14.00  1037.789062  242975.00
0.0000  14.00  1169.445312  243086.00
0.0000  13.00  1116.667968  243195.00
0.0000  13.00  1090.332031  243306.00
0.0000  14.00  1169.445312  243417.00
0.0000  14.00  1090.332031  243526.00
0.0000  14.00  1156.238281  243637.00
0.0000  14.00  1116.667968  243746.00
0.0000  14.00  1024.675781  243857.00
0.0000  13.00  1116.667968  243966.00
0.0000  13.00  1037.789062  244077.00
0.0000  13.00  1103.492187  244188.00
0.0000  13.00  1077.183593  244297.00
0.0000  13.00  1037.789062  244408.00
0.0000  13.00  1116.667968  244517.00
0.0000  13.00  1037.789062  244628.00
0.0000  13.00  1129.847656  244739.00
0.0000  13.00  1116.667968  244848.00
0.0000  13.00  1037.789062  244959.00
0.0000  13.00  1169.445312  245068.00
0.0000  13.00  1077.183593  245179.00
0.0000  13.00  1169.445312  245289.00
0.0000  13.00  1169.445312  245399.00
0.0000  13.00  1090.332031  245510.00
0.0000  13.00  1209.136718  245620.00
0.0000  13.00  1129.847656  245730.00
0.0000  13.00  1169.445312  245840.00
0.0000  13.00  1195.894531  245950.00
0.0000  13.00  1129.847656  246061.00
0.0000  13.00  1209.136718  246171.00
0.0000  13.00  881.078125  246281.00
0.0000  13.00  1209.136718  246391.00
0.0000  13.00  1209.136718  246501.00
0.0000  13.00  1129.847656  246611.00
0.0000  13.00  1209.136718  246722.00
0.0000  13.00  1129.847656  246832.00
0.0000  14.00  1209.136718  246942.00
0.0000  14.00  1209.136718  247052.00
0.0000  15.00  1143.039062  247162.00
0.0000  13.00  1222.386718  247272.00
0.0000  13.00  816.191406  247383.00
0.0000  13.00  1222.386718  247493.00
0.0000  13.00  1209.136718  247603.00
0.0000  13.00  1182.667968  247713.00
0.0000  13.00  1209.136718  247823.00
0.0000  13.00  1116.667968  247933.00
0.0000  13.00  881.078125  248044.00
0.0000  13.00  1209.136718  248154.00
0.0000  13.00  1209.136718  248264.00
0.0000  15.00  1209.136718  248374.00
0.0000  13.00  1143.039062  248484.00
0.0000  13.00  1209.136718  248594.00
0.0000  13.00  1129.847656  248705.00
0.0000  13.00  1169.445312  248815.00
0.0000  13.00  842.117187  248925.00
0.0000  13.00  1090.332031  249035.00
0.0000  14.00  1156.238281  249145.00
0.0000  14.00  764.457031  249255.00
0.0000  14.00  842.117187  249366.00
0.0000  15.00  1077.183593  249476.00
0.0000  14.00  1156.238281  249586.00
0.0000  14.00  1156.238281  249696.00
0.0000  14.00  1077.183593  249806.00
0.0000  14.00  1156.238281  249916.00
0.0000  14.00  1037.789062  250027.00
0.0000  14.00  1156.238281  250137.00
0.0000  14.00  725.753906  250247.00
0.0000  14.00  1116.667968  250357.00
0.0000  14.00  842.117187  250467.00
0.0000  14.00  1077.183593  250577.00
0.0000  15.00  1156.238281  250687.00
0.0000  15.00  1077.183593  250798.00
0.0000  16.00  1156.238281  250908.00
0.0000  14.00  764.457031  251018.00
0.0000  14.00  1156.238281  251128.00
0.0000  14.00  1090.332031  251238.00
0.0000  14.00  1169.445312  251348.00
0.0000  14.00  842.117187  251458.00
0.0000  14.00  1090.332031  251569.00
0.0000  14.00  1169.445312  251678.00
0.0000  15.00  751.546875  251789.00
0.0000  15.00  829.148437  251899.00
0.0000  15.00  1090.332031  252009.00
0.0000  15.00  1156.238281  252120.00
0.0000  15.00  1116.667968  252229.00
0.0000  13.00  1156.238281  252340.00
0.0000  15.00  842.117187  252449.00
0.0000  17.00  1169.445312  252560.00
0.0000  14.00  829.148437  252669.00
0.0000  14.00  1090.332031  252780.00
0.0000  15.00  1169.445312  252890.00
0.0000  14.00  1090.332031  253000.00
0.0000  14.00  1169.445312  253111.00
0.0000  14.00  1090.332031  253220.00
0.0000  14.00  1169.445312  253331.00
0.0000  14.00  1156.238281  253441.00
0.0000  14.00  1077.183593  253551.00
0.0000  14.00  1156.238281  253662.00
0.0000  14.00  1090.332031  253771.00
0.0000  14.00  1129.847656  253882.00
0.0000  14.00  1156.238281  253991.00
0.0000  14.00  1077.183593  254102.00
0.0000  14.00  1169.445312  254212.00
0.0000  14.00  1090.332031  254322.00
0.0000  14.00  1129.847656  254433.00
0.0000  15.00  1116.667968  254542.00
0.0000  14.00  1129.847656  254653.00
0.0000  15.00  1169.445312  254763.00
0.0000  14.00  1077.183593  254873.00
0.0000  16.00  1169.445312  254983.00
0.0000  16.00  1077.183593  255093.00
0.0000  14.00  1156.238281  255204.00
0.0000  14.00  1090.332031  255313.00
0.0000  15.00  1169.445312  255424.00
0.0000  16.00  1050.906250  255534.00
0.0000  14.00  1116.667968  255644.00
0.0000  14.00  1077.183593  255754.00
0.0000  13.00  985.394531  255864.00
0.0000  14.00  1077.183593  255974.00
0.0000  14.00  998.476562  256084.00
0.0000  14.00  1077.183593  256195.00
0.0000  15.00  751.546875  256305.00
0.0000  14.00  1116.667968  256415.00
0.0000  13.00  1129.847656  256525.00
0.0000  14.00  1037.789062  256635.00
0.0000  15.00  1156.238281  256745.00
0.0000  15.00  1077.183593  256856.00
0.0000  16.00  1169.445312  256966.00
0.0000  15.00  1090.332031  257076.00
0.0000  15.00  1169.445312  257186.00
0.0000  15.00  1077.183593  257296.00
0.0000  15.00  1156.238281  257406.00
0.0000  15.00  1156.238281  257516.00
0.0000  15.00  1209.136718  257627.00
0.0000  15.00  855.093750  257736.00
0.0000  16.00  1182.667968  257847.00
0.0000  14.00  816.191406  257956.00
0.0000  14.00  1037.789062  258067.00
0.0000  15.00  1024.675781  258177.00
0.0000  15.00  894.085937  258287.00
0.0000  14.00  610.156250  258398.00
0.0000  16.00  855.093750  258507.00
0.0000  15.00  933.160156  258618.00
0.0000  14.00  855.093750  258727.00
0.0000  14.00  933.160156  258838.00
0.0000  14.00  495.320312  258948.00
0.0000  14.00  881.078125  259058.00
0.0000  14.00  868.082031  259168.00
0.0000  15.00  881.078125  259278.00
0.0000  14.00  881.078125  259388.00
0.0000  14.00  457.207031  259499.00
0.0000  14.00  881.078125  259608.00
0.0000  14.00  803.242187  259719.00
0.0000  14.00  894.085937  259829.00
0.0000  13.00  816.191406  259939.00
0.0000  13.00  881.078125  260049.00
0.0000  13.00  881.078125  260159.00
0.0000  13.00  933.160156  260270.00
0.0000  13.00  933.160156  260379.00
0.0000  13.00  584.570312  260490.00
0.0000  13.00  972.324218  260599.00
0.0000  13.00  894.085937  260710.00
0.0000  13.00  972.324218  260820.00
0.0000  13.00  648.601562  260930.00
0.0000  13.00  894.085937  261041.00
0.0000  13.00  972.324218  261150.00
0.0000  13.00  907.101562  261261.00
0.0000  13.00  622.960937  261371.00
0.0000  13.00  584.570312  261481.00
0.0000  13.00  933.160156  261592.00
0.0000  14.00  933.160156  261701.00
0.0000  14.00  855.093750  261812.00
0.0000  14.00  933.160156  261921.00
0.0000  14.00  855.093750  262032.00
0.0000  14.00  610.156250  262141.00
0.0000  14.00  894.085937  262252.00
0.0000  14.00  933.160156  262363.00
0.0000  14.00  855.093750  262472.00
0.0000  14.00  933.160156  262583.00
0.0000  14.00  946.203125  262692.00
0.0000  14.00  933.160156  262803.00
0.0000  14.00  933.160156  262913.00
0.0000  14.00  933.160156  263023.00
0.0000  14.00  933.160156  263133.00
0.0000  14.00  855.093750  263243.00
0.0000  14.00  933.160156  263353.00
0.0000  14.00  855.093750  263463.00
0.0000  14.00  920.125000  263574.00
0.0000  14.00  855.093750  263684.00
0.0000  14.00  881.078125  263794.00
0.0000  14.00  816.191406  263904.00
0.0000  14.00  881.078125  264014.00
0.0000  14.00  894.085937  264124.00
0.0000  14.00  881.078125  264235.00
0.0000  14.00  842.117187  264344.00
0.0000  13.00  764.457031  264455.00
0.0000  13.00  829.148437  264564.00
0.0000  13.00  764.457031  264675.00
0.0000  13.00  842.117187  264785.00
0.0000  13.00  829.148437  264895.00
0.0000  13.00  764.457031  265006.00
0.0000  13.00  790.304687  265115.00
0.0000  13.00  712.871093  265226.00
0.0000  13.00  842.117187  265336.00
0.0000  13.00  803.242187  265446.00
0.0000  13.00  803.242187  265556.00
0.0000  13.00  803.242187  265666.00
0.0000  13.00  674.281250  265777.00
0.0000  14.00  751.546875  265887.00
0.0000  14.00  712.871093  265997.00
0.0000  14.00  790.304687  266107.00
0.0000  14.00  790.304687  266217.00
0.0000  14.00  803.242187  266328.00
0.0000  14.00  790.304687  266437.00
0.0000  14.00  725.753906  266548.00
0.0000  14.00  790.304687  266657.00
0.0000  14.00  725.753906  266768.00
0.0000  14.00  803.242187  266878.00
0.0000  14.00  764.457031  266988.00
0.0000  14.00  829.148437  267099.00
0.0000  14.00  842.117187  267208.00
0.0000  14.00  829.148437  267319.00
0.0000  14.00  803.242187  267428.00
0.0000  14.00  751.546875  267539.00
0.0000  14.00  829.148437  267649.00
0.0000  14.00  751.546875  267759.00
0.0000  14.00  829.148437  267870.00
0.0000  14.00  790.304687  267979.00
0.0000  14.00  842.117187  268090.00
0.0000  14.00  842.117187  268199.00
0.0000  14.00  764.457031  268310.00
0.0000  14.00  842.117187  268420.00
0.0000  14.00  751.546875  268530.00
0.0000  13.00  842.117187  268641.00
0.0000  13.00  764.457031  268750.00
0.0000  13.00  842.117187  268861.00
0.0000  14.00  868.082031  268971.00
0.0000  14.00  803.242187  269081.00
0.0000  14.00  842.117187  269191.00
0.0000  14.00  712.871093  269301.00
0.0000  14.00  842.117187  269412.00
0.0000  14.00  751.546875  269521.00
0.0000  14.00  842.117187  269632.00
0.0000  14.00  829.148437  269742.00
0.0000  14.00  881.078125  269852.00
0.0000  14.00  559.023437  269962.00
0.0000  14.00  855.093750  270072.00
0.0000  14.00  933.160156  270182.00
0.0000  14.00  855.093750  270292.00
0.0000  14.00  933.160156  270403.00
0.0000  14.00  894.085937  270513.00
0.0000  14.00  972.324218  270623.00
0.0000  19.00  894.085937  270733.00
0.0000  15.00  933.160156  270843.00
0.0000  13.00  855.093750  270953.00
0.0000  16.00  894.085937  271064.00
0.0000  18.00  803.242187  271173.00
0.0000  14.00  842.117187  271284.00
0.0000  13.00  790.304687  271393.00
0.0000  14.00  881.078125  271504.00
0.0000  14.00  559.023437  271613.00
0.0000  14.00  482.605468  271724.00
0.0000  14.00  868.082031  271834.00
0.0000  14.00  803.242187  271944.00
0.0000  14.00  829.148437  272055.00
0.0000  14.00  764.457031  272164.00
0.0000  15.00  842.117187  272275.00
0.0000  15.00  803.242187  272385.00
0.0000  15.00  829.148437  272495.00
0.0000  15.00  803.242187  272605.00
0.0000  15.00  881.078125  272715.00
0.0000  15.00  881.078125  272825.00
0.0000  15.00  894.085937  272935.00
0.0000  15.00  881.078125  273045.00
0.0000  15.00  881.078125  273156.00
0.0000  15.00  933.160156  273265.00
0.0000  15.00  933.160156  273376.00
0.0000  15.00  894.085937  273485.00
0.0000  15.00  894.085937  273596.00
0.0000  15.00  894.085937  273705.00
0.0000  15.00  842.117187  273816.00
0.0000  15.00  790.304687  273926.00
0.0000  15.00  712.871093  274036.00
0.0000  15.00  790.304687  274146.00
0.0000  15.00  712.871093  274256.00
0.0000  15.00  842.117187  274366.00
0.0000  15.00  803.242187  274477.00
0.0000  15.00  933.160156  274587.00
0.0000  15.00  894.085937  274697.00
0.0000  15.00  1024.675781  274807.00
0.0000  15.00  946.203125  274917.00
0.0000  15.00  1024.675781  275027.00
0.0000  15.00  972.324218  275137.00
0.0000  15.00  972.324218  275248.00
0.0000  15.00  1024.675781  275357.00
0.0000  15.00  985.394531  275468.00
0.0000  15.00  985.394531  275577.00
0.0000  15.00  946.203125  275688.00
0.0000  15.00  985.394531  275798.00
0.0000  15.00  946.203125  275908.00
0.0000  15.00  1037.789062  276018.00
0.0000  15.00  933.160156  276128.00
0.0000  15.00  1024.675781  276239.00
0.0000  15.00  946.203125  276348.00
0.0000  15.00  985.394531  276459.00
0.0000  15.00  907.101562  276569.00
0.0000  15.00  985.394531  276679.00
0.0000  15.00  894.085937  276789.00
0.0000  15.00  972.324218  276899.00
0.0000  15.00  946.203125  277009.00
0.0000  15.00  985.394531  277120.00
0.0000  15.00  933.160156  277229.00
0.0000  15.00  933.160156  277340.00
0.0000  15.00  933.160156  277449.00
0.0000  15.00  972.324218  277560.00
0.0000  15.00  985.394531  277669.00
0.0000  15.00  868.082031  277780.00
0.0000  15.00  946.203125  277890.00
0.0000  15.00  855.093750  278000.00
0.0000  15.00  933.160156  278110.00
0.0000  15.00  868.082031  278220.00
0.0000  15.00  972.324218  278330.00
0.0000  15.00  907.101562  278440.00
0.0000  15.00  985.394531  278551.00
0.0000  15.00  855.093750  278661.00
0.0000  15.00  933.160156  278771.00
0.0000  15.00  907.101562  278881.00
0.0000  15.00  985.394531  278991.00
0.0000  15.00  907.101562  279101.00
0.0000  15.00  985.394531  279212.00
0.0000  15.00  933.160156  279321.00
0.0000  15.00  985.394531  279432.00
0.0000  15.00  933.160156  279541.00
0.0000  15.00  972.324218  279652.00
0.0000  15.00  985.394531  279761.00
0.0000  15.00  972.324218  279872.00
0.0000  15.00  972.324218  279982.00
0.0000  15.00  946.203125  280092.00
0.0000  15.00  712.871093  280202.00
0.0000  15.00  998.476562  280312.00
0.0000  15.00  1116.667968  280422.00
0.0000  15.00  1037.789062  280532.00
0.0000  15.00  1077.183593  280643.00
0.0000  15.00  985.394531  280753.00
0.0000  15.00  1024.675781  280863.00
0.0000  15.00  946.203125  280973.00
0.0000  15.00  1024.675781  281083.00
0.0000  15.00  985.394531  281193.00
0.0000  15.00  998.476562  281304.00
0.0000  15.00  985.394531  281413.00
0.0000  15.00  985.394531  281524.00
0.0000  15.00  985.394531  281633.00
0.0000  15.00  907.101562  281744.00
0.0000  15.00  985.394531  281853.00
0.0000  15.00  907.101562  281964.00
0.0000  15.00  985.394531  282074.00
0.0000  15.00  855.093750  282184.00
0.0000  15.00  933.160156  282294.00
0.0000  15.00  868.082031  282404.00
0.0000  15.00  933.160156  282514.00
0.0000  15.00  855.093750  282625.00
0.0000  15.00  933.160156  282735.00
0.0000  15.00  894.085937  282845.00
0.0000  15.00  985.394531  282955.00
0.0000  15.00  894.085937  283065.00
0.0000  15.00  985.394531  283175.00
0.0000  15.00  868.082031  283285.00
0.0000  15.00  933.160156  283396.00
0.0000  15.00  855.093750  283505.00
0.0000  15.00  933.160156  283616.00
0.0000  15.00  855.093750  283725.00
0.0000  15.00  972.324218  283836.00
0.0000  15.00  933.160156  283945.00
0.0000  15.00  933.160156  284056.00
0.0000  15.00  933.160156  284166.00
0.0000  15.00  946.203125  284276.00
0.0000  15.00  894.085937  284386.00
0.0000  15.00  881.078125  284496.00
0.0000  15.00  855.093750  284606.00
0.0000  15.00  855.093750  284717.00
0.0000  15.00  881.078125  284826.00
0.0000  15.00  777.375000  284937.00
0.0000  15.00  881.078125  285046.00
0.0000  15.00  855.093750  285157.00
0.0000  15.00  894.085937  285266.00
0.0000  15.00  816.191406  285377.00
0.0000  15.00  933.160156  285487.00
0.0000  15.00  803.242187  285597.00
0.0000  15.00  894.085937  285708.00
0.0000  15.00  816.191406  285817.00
0.0000  15.00  933.160156  285928.00
0.0000  15.00  816.191406  286038.00
0.0000  15.00  894.085937  286148.00
0.0000  15.00  803.242187  286258.00
0.0000  15.00  894.085937  286368.00
0.0000  15.00  881.078125  286478.00
0.0000  15.00  894.085937  286588.00
0.0000  15.00  894.085937  286698.00
0.0000  15.00  881.078125  286809.00
0.0000  15.00  894.085937  286918.00
0.0000  15.00  907.101562  287029.00
0.0000  15.00  894.085937  287138.00
0.0000  15.00  894.085937  287249.00
0.0000  15.00  907.101562  287358.00
0.0000  15.00  829.148437  287469.00
0.0000  15.00  894.085937  287579.00
0.0000  15.00  829.148437  287689.00
0.0000  15.00  894.085937  287799.00
0.0000  15.00  816.191406  287909.00
0.0000  15.00  907.101562  288019.00
0.0000  15.00  816.191406  288130.00
0.0000  15.00  907.101562  288240.00
0.0000  15.00  816.191406  288350.00
0.0000  15.00  894.085937  288460.00
0.0000  15.00  777.375000  288570.00
0.0000  15.00  855.093750  288680.00
0.0000  15.00  816.191406  288790.00
0.0000  15.00  894.085937  288901.00
0.0000  15.00  777.375000  289010.00
0.0000  15.00  855.093750  289121.00
0.0000  15.00  816.191406  289230.00
0.0000  15.00  855.093750  289341.00
0.0000  15.00  907.101562  289451.00
0.0000  15.00  894.085937  289561.00
0.0000  15.00  855.093750  289671.00
0.0000  15.00  894.085937  289781.00
0.0000  15.00  907.101562  289891.00
0.0000  15.00  894.085937  290001.00
0.0000  15.00  907.101562  290111.00
0.0000  15.00  933.160156  290222.00
0.0000  15.00  946.203125  290331.00
0.0000  15.00  855.093750  290442.00
0.0000  15.00  946.203125  290551.00
0.0000  15.00  868.082031  290662.00
0.0000  15.00  946.203125  290771.00
0.0000  15.00  868.082031  290882.00
0.0000  15.00  946.203125  290992.00
0.0000  15.00  816.191406  291102.00
0.0000  15.00  894.085937  291212.00
0.0000  15.00  764.457031  291322.00
0.0000  15.00  881.078125  291433.00
0.0000  15.00  816.191406  291543.00
0.0000  15.00  946.203125  291653.00
0.0000  15.00  855.093750  291763.00
0.0000  15.00  933.160156  291873.00
0.0000  15.00  803.242187  291983.00
0.0000  15.00  855.093750  292093.00
0.0000  15.00  855.093750  292203.00
0.0000  15.00  881.078125  292314.00
0.0000  15.00  855.093750  292423.00
0.0000  15.00  933.160156  292534.00
0.0000  15.00  1024.675781  292643.00
0.0000  15.00  1037.789062  292754.00
0.0000  15.00  1024.675781  292864.00
0.0000  15.00  985.394531  292974.00
0.0000  15.00  985.394531  293084.00
0.0000  15.00  894.085937  293194.00
0.0000  15.00  842.117187  293304.00
0.0000  15.00  725.753906  293414.00
0.0000  15.00  842.117187  293524.00
0.0000  15.00  907.101562  293635.00
0.0000  15.00  1024.675781  293745.00
0.0000  15.00  946.203125  293855.00
0.0000  15.00  1077.183593  293965.00
0.0000  15.00  985.394531  294075.00
0.0000  15.00  1077.183593  294185.00
0.0000  15.00  1116.667968  294295.00
0.0000  15.00  1222.386718  294406.00
0.0000  15.00  1169.445312  294515.00
0.0000  15.00  1077.183593  294626.00
0.0000  15.00  1077.183593  294735.00
0.0000  15.00  855.093750  294846.00
0.0000  15.00  894.085937  294957.00
0.0000  15.00  855.093750  295066.00
0.0000  15.00  842.117187  295177.00
0.0000  15.00  712.871093  295286.00
0.0000  15.00  738.644531  295397.00
0.0000  15.00  622.960937  295506.00
0.0000  15.00  712.871093  295617.00
0.0000  15.00  661.441406  295727.00
0.0000  15.00  520.773437  295837.00
0.0000  15.00  305.597656  295947.00
0.0000  15.00  280.457031  296057.00
0.0000  15.00  444.523437  296167.00
0.0000  15.00  457.207031  296278.00
0.0000  15.00  622.960937  296388.00
0.0000  15.00  674.281250  296498.00
0.0000  15.00  881.078125  296608.00
0.0000  15.00  946.203125  296718.00
0.0000  15.00  1116.667968  296828.00
0.0000  15.00  1077.183593  296938.00
0.0000  15.00  1302.093750  297049.00
0.0000  15.00  1408.925781  297158.00
0.0000  15.00  1502.929687  297269.00
0.0000  15.00  1543.371093  297378.00
0.0000  15.00  1638.085937  297489.00
0.0000  16.00  2035.878906  297598.00
0.0000  13.00  1733.304687  297709.00
0.0000  13.00  2161.125000  297819.00
0.0000  13.00  1638.085937  297929.00
0.0000  13.00  1489.472656  298039.00
0.0000  13.00  1275.484375  298149.00
0.0000  13.00  1116.667968  298259.00
0.0000  13.00  1037.789062  298370.00
0.0000  13.00  1116.667968  298480.00
0.0000  13.00  933.160156  298590.00
0.0000  13.00  712.871093  298700.00
0.0000  13.00  610.156250  298810.00
0.0000  13.00  444.523437  298920.00
0.0000  13.00  482.605468  299031.00
0.0000  13.00  533.515625  299141.00
0.0000  13.00  546.265625  299251.00
0.0000  13.00  712.871093  299361.00
0.0000  13.00  687.136718  299471.00
0.0000  13.00  764.457031  299582.00
0.0000  13.00  764.457031  299692.00
0.0000  13.00  687.136718  299802.00
0.0000  13.00  790.304687  299912.00
0.0000  13.00  816.191406  300022.00
0.0000  13.00  1077.183593  300133.00
0.0000  13.00  1129.847656  300242.00
0.0000  13.00  1169.445312  300353.00
0.0000  13.00  1222.386718  300463.00
0.0000  13.00  1143.039062  300573.00
0.0000  13.00  1222.386718  300684.00
0.0000  13.00  1103.492187  300793.00
0.0000  13.00  1182.667968  300904.00
0.0000  13.00  1129.847656  301014.00
0.0000  13.00  1037.789062  301124.00
0.0000  13.00  1129.847656  301235.00
0.0000  13.00  998.476562  301344.00
0.0000  13.00  1077.183593  301455.00
0.0000  13.00  1129.847656  301564.00
0.0000  13.00  1090.332031  301675.00
0.0000  13.00  1169.445312  301786.00
0.0000  13.00  1129.847656  301895.00
0.0000  13.00  1169.445312  302006.00
0.0000  13.00  1169.445312  302115.00
0.0000  13.00  1037.789062  302226.00
0.0000  13.00  1129.847656  302337.00
0.0000  13.00  1037.789062  302446.00
0.0000  13.00  1129.847656  302557.00
0.0000  13.00  1169.445312  302666.00
0.0000  13.00  1077.183593  302777.00
0.0000  13.00  1156.238281  302887.00
0.0000  13.00  1090.332031  302997.00
0.0000  13.00  1129.847656  303108.00
0.0000  13.00  1116.667968  303217.00
0.0000  13.00  1024.675781  303328.00
0.0000  13.00  1116.667968  303438.00
0.0000  13.00  1037.789062  303548.00
0.0000  13.00  1116.667968  303659.00
0.0000  13.00  1116.667968  303768.00
0.0000  13.00  1037.789062  303879.00
0.0000  13.00  1116.667968  303989.00
0.0000  13.00  1037.789062  304099.00
0.0000  13.00  1077.183593  304209.00
0.0000  13.00  1116.667968  304319.00
0.0000  13.00  1024.675781  304430.00
0.0000  13.00  1116.667968  304540.00
0.0000  13.00  1116.667968  304650.00
0.0000  13.00  1116.667968  304760.00
0.0000  13.00  1103.492187  304870.00
0.0000  13.00  1037.789062  304980.00
0.0000  13.00  1435.734375  305091.00
0.0000  13.00  1037.789062  305201.00
0.0000  13.00  1077.183593  305311.00
0.0000  13.00  1077.183593  305421.00
0.0000  13.00  998.476562  305531.00
0.0000  13.00  1116.667968  305642.00
0.0000  13.00  1024.675781  305752.00
0.0000  13.00  1116.667968  305862.00
0.0000  13.00  1116.667968  305972.00
0.0000  13.00  1037.789062  306082.00
0.0000  13.00  751.546875  306193.00
0.0000  13.00  998.476562  306302.00
0.0000  13.00  1077.183593  306413.00
0.0000  13.00  1064.039062  306523.00
0.0000  13.00  985.394531  306633.00
0.0000  13.00  1024.675781  306743.00
0.0000  13.00  946.203125  306853.00
0.0000  13.00  1024.675781  306964.00
0.0000  13.00  1024.675781  307074.00
0.0000  13.00  946.203125  307184.00
0.0000  13.00  1024.675781  307294.00
0.0000  13.00  946.203125  307404.00
0.0000  13.00  1024.675781  307515.00
0.0000  13.00  985.394531  307624.00
0.0000  13.00  998.476562  307735.00
0.0000  13.00  985.394531  307845.00
0.0000  13.00  946.203125  307955.00
0.0000  13.00  1037.789062  308066.00
0.0000  13.00  946.203125  308175.00
0.0000  13.00  1024.675781  308286.00
0.0000  13.00  1024.675781  308396.00
0.0000  13.00  894.085937  308506.00
0.0000  13.00  972.324218  308616.00
0.0000  13.00  855.093750  308726.00
0.0000  13.00  985.394531  308837.00
0.0000  13.00  972.324218  308946.00
0.0000  13.00  972.324218  309057.00
0.0000  13.00  972.324218  309167.00
0.0000  13.00  894.085937  309277.00
0.0000  13.00  933.160156  309387.00
0.0000  13.00  855.093750  309497.00
0.0000  13.00  972.324218  309608.00
0.0000  13.00  933.160156  309718.00
0.0000  13.00  933.160156  309828.00
0.0000  13.00  881.078125  309938.00
0.0000  13.00  803.242187  310048.00
0.0000  13.00  894.085937  310158.00
0.0000  13.00  855.093750  310268.00
0.0000  13.00  933.160156  310379.00
0.0000  13.00  1248.914062  310489.00
0.0000  13.00  972.324218  310599.00
0.0000  13.00  972.324218  310709.00
0.0000  13.00  855.093750  310819.00
0.0000  13.00  933.160156  310929.00
0.0000  13.00  855.093750  311040.00
0.0000  13.00  933.160156  311150.00
0.0000  13.00  972.324218  311260.00
0.0000  13.00  933.160156  311370.00
0.0000  13.00  933.160156  311480.00
0.0000  13.00  855.093750  311590.00
0.0000  13.00  933.160156  311700.00
0.0000  13.00  855.093750  311811.00
0.0000  13.00  933.160156  311921.00
0.0000  13.00  933.160156  312031.00
0.0000  13.00  972.324218  312141.00
0.0000  13.00  985.394531  312251.00
0.0000  13.00  894.085937  312361.00
0.0000  13.00  946.203125  312471.00
0.0000  13.00  894.085937  312582.00
0.0000  13.00  933.160156  312692.00
0.0000  13.00  933.160156  312802.00
0.0000  13.00  933.160156  312912.00
0.0000  13.00  933.160156  313022.00
0.0000  13.00  855.093750  313133.00
0.0000  13.00  933.160156  313242.00
0.0000  13.00  894.085937  313353.00
0.0000  13.00  985.394531  313463.00
0.0000  13.00  972.324218  313573.00
0.0000  13.00  933.160156  313683.00
0.0000  13.00  972.324218  313793.00
0.0000  13.00  894.085937  313904.00
0.0000  13.00  933.160156  314013.00
0.0000  13.00  868.082031  314124.00
0.0000  13.00  894.085937  314234.00
0.0000  13.00  894.085937  314344.00
0.0000  13.00  1169.445312  314455.00
0.0000  13.00  842.117187  314564.00
0.0000  13.00  1077.183593  314675.00
0.0000  13.00  829.148437  314785.00
0.0000  13.00  790.304687  314895.00
0.0000  13.00  790.304687  315005.00
0.0000  13.00  790.304687  315115.00
0.0000  13.00  712.871093  315226.00
0.0000  13.00  803.242187  315335.00
0.0000  13.00  1037.789062  315446.00
0.0000  13.00  1156.238281  315556.00
0.0000  13.00  842.117187  315666.00
0.0000  13.00  712.871093  315777.00
0.0000  13.00  803.242187  315886.00
0.0000  13.00  764.457031  315997.00
0.0000  13.00  790.304687  316107.00
0.0000  13.00  790.304687  316217.00
0.0000  13.00  803.242187  316327.00
0.0000  13.00  1116.667968  316437.00
0.0000  13.00  725.753906  316548.00
0.0000  13.00  816.191406  316658.00
0.0000  13.00  738.644531  316768.00
0.0000  13.00  764.457031  316878.00
0.0000  13.00  764.457031  316988.00
