RH	TEMP	WINDSPEED	ELAPSEDTIME 
%	degC	cm/s	ms     
0.0000  13.00  1774.269531  440915.00
0.0000  13.00  1801.628906  441026.00
0.0000  13.00  1883.960937  441136.00
0.0000  13.00  1801.628906  441246.00
0.0000  13.00  1925.265625  441357.00
0.0000  13.00  1787.945312  441466.00
0.0000  14.00  1883.960937  441577.00
0.0000  13.00  1829.031250  441687.00
0.0000  13.00  1966.664062  441797.00
0.0000  13.00  1925.265625  441907.00
0.0000  13.00  1925.265625  442017.00
0.0000  13.00  1925.265625  442127.00
0.0000  13.00  1801.628906  442237.00
0.0000  14.00  1883.960937  442347.00
0.0000  13.00  1787.945312  442458.00
0.0000  13.00  1829.031250  442567.00
0.0000  13.00  1746.953125  442678.00
0.0000  13.00  1883.960937  442788.00
0.0000  13.00  1787.945312  442898.00
0.0000  13.00  1870.210937  443009.00
0.0000  13.00  1883.960937  443118.00
0.0000  13.00  1870.210937  443229.00
0.0000  13.00  1883.960937  443338.00
0.0000  13.00  1787.945312  443449.00
0.0000  13.00  1870.210937  443558.00
0.0000  13.00  1801.628906  443669.00
0.0000  13.00  1870.210937  443779.00
0.0000  13.00  2133.214843  443889.00
0.0000  13.00  1870.210937  444000.00
0.0000  13.00  1801.628906  444109.00
0.0000  13.00  1870.210937  444220.00
0.0000  13.00  1842.746093  444329.00
0.0000  13.00  1883.960937  444440.00
0.0000  13.00  1925.265625  444550.00
0.0000  13.00  1842.746093  444660.00
0.0000  13.00  1980.488281  444770.00
0.0000  13.00  1897.718750  444880.00
0.0000  13.00  1966.664062  444990.00
0.0000  13.00  1856.476562  445101.00
0.0000  13.00  1925.265625  445210.00
0.0000  13.00  1842.746093  445321.00
0.0000  13.00  1925.265625  445431.00
0.0000  13.00  1801.628906  445541.00
0.0000  13.00  1925.265625  445651.00
0.0000  13.00  1801.628906  445761.00
0.0000  13.00  1911.488281  445872.00
0.0000  14.00  1870.210937  445981.00
0.0000  13.00  1801.628906  446092.00
0.0000  13.00  1925.265625  446201.00
0.0000  13.00  1842.746093  446312.00
0.0000  13.00  1883.960937  446422.00
0.0000  13.00  1787.945312  446532.00
0.0000  13.00  1925.265625  446643.00
0.0000  13.00  1842.746093  446752.00
0.0000  13.00  1925.265625  446863.00
0.0000  13.00  1856.476562  446972.00
0.0000  13.00  1925.265625  447083.00
0.0000  13.00  1925.265625  447193.00
0.0000  13.00  1966.664062  447303.00
0.0000  13.00  1966.664062  447413.00
0.0000  13.00  1897.718750  447523.00
0.0000  13.00  1980.488281  447633.00
0.0000  13.00  1883.960937  447744.00
0.0000  13.00  1980.488281  447853.00
0.0000  13.00  1939.054687  447964.00
0.0000  13.00  1966.664062  448074.00
0.0000  13.00  1897.718750  448184.00
0.0000  13.00  2035.878906  448294.00
0.0000  13.00  1939.054687  448404.00
0.0000  13.00  2035.878906  448515.00
0.0000  13.00  1939.054687  448624.00
0.0000  13.00  2022.011718  448735.00
0.0000  13.00  2022.011718  448844.00
0.0000  13.00  1966.664062  448955.00
0.0000  13.00  2022.011718  449064.00
0.0000  13.00  1925.265625  449175.00
0.0000  13.00  2063.636718  449285.00
0.0000  13.00  1939.054687  449395.00
0.0000  13.00  2022.011718  449505.00
0.0000  13.00  1897.718750  449615.00
0.0000  13.00  1980.488281  449725.00
0.0000  13.00  1897.718750  449836.00
0.0000  13.00  1966.664062  449946.00
0.0000  13.00  1939.054687  450056.00
0.0000  13.00  1980.488281  450166.00
0.0000  13.00  1897.718750  450276.00
0.0000  13.00  2022.011718  450386.00
0.0000  13.00  2035.878906  450496.00
0.0000  13.00  2063.636718  450607.00
0.0000  13.00  2119.281250  450716.00
0.0000  13.00  2077.531250  450827.00
0.0000  13.00  2063.636718  450936.00
0.0000  13.00  2022.011718  451047.00
0.0000  13.00  2077.531250  451156.00
0.0000  13.00  1980.488281  451267.00
0.0000  13.00  2119.281250  451377.00
0.0000  13.00  1980.488281  451487.00
0.0000  13.00  2119.281250  451597.00
0.0000  14.00  2077.531250  451707.00
0.0000  14.00  2161.125000  451817.00
0.0000  13.00  2077.531250  451928.00
0.0000  13.00  2119.281250  452037.00
0.0000  13.00  2035.878906  452148.00
0.0000  13.00  2161.125000  452258.00
0.0000  13.00  2077.531250  452368.00
0.0000  13.00  2161.125000  452478.00
0.0000  13.00  1994.320312  452588.00
0.0000  13.00  2063.636718  452699.00
0.0000  13.00  1939.054687  452808.00
0.0000  13.00  2022.011718  452919.00
0.0000  13.00  1842.746093  453028.00
0.0000  13.00  1925.265625  453139.00
0.0000  13.00  2035.878906  453249.00
0.0000  13.00  1829.031250  453359.00
0.0000  13.00  1911.488281  453469.00
0.0000  14.00  1733.304687  453579.00
0.0000  14.00  1883.960937  453689.00
0.0000  14.00  1787.945312  453799.00
0.0000  14.00  1883.960937  453909.00
0.0000  15.00  1842.746093  454020.00
0.0000  14.00  1966.664062  454129.00
0.0000  14.00  1883.960937  454240.00
0.0000  14.00  1925.265625  454349.00
0.0000  14.00  1842.746093  454460.00
0.0000  14.00  1925.265625  454569.00
0.0000  14.00  1842.746093  454680.00
0.0000  14.00  2315.382812  454790.00
0.0000  14.00  1897.718750  454900.00
0.0000  14.00  1980.488281  455010.00
0.0000  14.00  1925.265625  455120.00
0.0000  14.00  2022.011718  455230.00
0.0000  14.00  1925.265625  455341.00
0.0000  14.00  2022.011718  455450.00
0.0000  14.00  1897.718750  455561.00
0.0000  14.00  1925.265625  455670.00
0.0000  14.00  1883.960937  455781.00
0.0000  14.00  2357.679687  455890.00
0.0000  14.00  1842.746093  456001.00
0.0000  14.00  2217.070312  456111.00
0.0000  14.00  1787.945312  456221.00
0.0000  14.00  1829.031250  456331.00
0.0000  14.00  1801.628906  456441.00
0.0000  14.00  2273.183593  456551.00
0.0000  14.00  1883.960937  456662.00
0.0000  14.00  2008.160156  456771.00
0.0000  14.00  1939.054687  456882.00
0.0000  14.00  2022.011718  456991.00
0.0000  14.00  1994.320312  457102.00
0.0000  14.00  2022.011718  457211.00
0.0000  14.00  2287.238281  457322.00
0.0000  14.00  2063.636718  457432.00
0.0000  14.00  1994.320312  457542.00
0.0000  14.00  2119.281250  457652.00
0.0000  14.00  2022.011718  457762.00
0.0000  14.00  2063.636718  457872.00
0.0000  14.00  1939.054687  457982.00
0.0000  14.00  2063.636718  458092.00
0.0000  14.00  1980.488281  458203.00
0.0000  14.00  2063.636718  458312.00
0.0000  14.00  1939.054687  458423.00
0.0000  14.00  2063.636718  458532.00
0.0000  14.00  2329.472656  458643.00
0.0000  14.00  2414.230468  458753.00
0.0000  14.00  1939.054687  458863.00
0.0000  14.00  2063.636718  458973.00
0.0000  14.00  1980.488281  459083.00
0.0000  14.00  2063.636718  459193.00
0.0000  14.00  1994.320312  459303.00
0.0000  14.00  2077.531250  459413.00
0.0000  14.00  2035.878906  459524.00
0.0000  14.00  2119.281250  459633.00
0.0000  14.00  1994.320312  459744.00
0.0000  14.00  2133.214843  459853.00
0.0000  14.00  2091.437500  459964.00
0.0000  14.00  2119.281250  460073.00
0.0000  14.00  2161.125000  460184.00
0.0000  14.00  2091.437500  460294.00
0.0000  14.00  2161.125000  460404.00
0.0000  14.00  2077.531250  460514.00
0.0000  14.00  2175.097656  460624.00
0.0000  14.00  2133.214843  460734.00
0.0000  14.00  2175.097656  460845.00
0.0000  14.00  2133.214843  460954.00
0.0000  14.00  2161.125000  461065.00
0.0000  14.00  2428.394531  461174.00
0.0000  14.00  2161.125000  461285.00
0.0000  14.00  2035.878906  461394.00
0.0000  14.00  2513.609375  461505.00
0.0000  14.00  2091.437500  461615.00
0.0000  14.00  2161.125000  461724.00
0.0000  14.00  2428.394531  461835.00
0.0000  14.00  2161.125000  461944.00
0.0000  14.00  2119.281250  462055.00
0.0000  14.00  2119.281250  462164.00
0.0000  14.00  2119.281250  462275.00
0.0000  14.00  2119.281250  462385.00
0.0000  14.00  2077.531250  462495.00
0.0000  14.00  2035.878906  462605.00
0.0000  14.00  2119.281250  462715.00
0.0000  14.00  2035.878906  462825.00
0.0000  14.00  2470.949218  462936.00
0.0000  14.00  2049.750000  463045.00
0.0000  14.00  2175.097656  463156.00
0.0000  14.00  2077.531250  463265.00
0.0000  14.00  2513.609375  463376.00
0.0000  14.00  2077.531250  463485.00
0.0000  14.00  2175.097656  463596.00
0.0000  14.00  2091.437500  463706.00
0.0000  14.00  2175.097656  463816.00
0.0000  14.00  2091.437500  463926.00
0.0000  14.00  2175.097656  464035.00
0.0000  14.00  2091.437500  464146.00
0.0000  14.00  2189.078125  464256.00
0.0000  14.00  2133.214843  464366.00
0.0000  14.00  2161.125000  464476.00
0.0000  14.00  2091.437500  464586.00
0.0000  14.00  2161.125000  464696.00
0.0000  14.00  2161.125000  464806.00
0.0000  14.00  2091.437500  464916.00
0.0000  14.00  2175.097656  465027.00
0.0000  14.00  2035.878906  465136.00
0.0000  14.00  2119.281250  465247.00
0.0000  14.00  2035.878906  465356.00
0.0000  14.00  2119.281250  465467.00
0.0000  14.00  2287.238281  465576.00
0.0000  14.00  1966.664062  465687.00
0.0000  14.00  1787.945312  465797.00
0.0000  14.00  2175.097656  465907.00
0.0000  14.00  1815.324218  466017.00
0.0000  14.00  1883.960937  466127.00
0.0000  14.00  1746.953125  466237.00
0.0000  14.00  1774.269531  466348.00
0.0000  14.00  1692.437500  466457.00
0.0000  14.00  1787.945312  466568.00
0.0000  14.00  1746.953125  466677.00
0.0000  14.00  1870.210937  466788.00
0.0000  14.00  1925.265625  466897.00
0.0000  14.00  1966.664062  467008.00
0.0000  14.00  2063.636718  467118.00
0.0000  14.00  2063.636718  467228.00
0.0000  14.00  2035.878906  467338.00
0.0000  14.00  2035.878906  467448.00
0.0000  14.00  2022.011718  467558.00
0.0000  14.00  1980.488281  467668.00
0.0000  14.00  1980.488281  467778.00
0.0000  14.00  1980.488281  467889.00
0.0000  14.00  1980.488281  467998.00
0.0000  14.00  2022.011718  468109.00
0.0000  14.00  2022.011718  468218.00
0.0000  14.00  2022.011718  468329.00
0.0000  14.00  1980.488281  468439.00
0.0000  14.00  2022.011718  468549.00
0.0000  14.00  2035.878906  468659.00
0.0000  14.00  2077.531250  468769.00
0.0000  14.00  2077.531250  468879.00
0.0000  14.00  2077.531250  468989.00
0.0000  14.00  2077.531250  469099.00
0.0000  14.00  2063.636718  469210.00
0.0000  14.00  2077.531250  469319.00
0.0000  14.00  2063.636718  469430.00
0.0000  14.00  2035.878906  469539.00
0.0000  14.00  2063.636718  469650.00
0.0000  14.00  2063.636718  469760.00
0.0000  14.00  2022.011718  469870.00
0.0000  14.00  2022.011718  469980.00
0.0000  14.00  1980.488281  470090.00
0.0000  14.00  1966.664062  470200.00
0.0000  14.00  1980.488281  470310.00
0.0000  14.00  1966.664062  470420.00
0.0000  14.00  1966.664062  470531.00
0.0000  14.00  2008.160156  470640.00
0.0000  14.00  1966.664062  470751.00
0.0000  14.00  1980.488281  470860.00
0.0000  14.00  1939.054687  470971.00
0.0000  14.00  2022.011718  471080.00
0.0000  14.00  1939.054687  471191.00
0.0000  14.00  2077.531250  471301.00
0.0000  14.00  2035.878906  471411.00
0.0000  14.00  2063.636718  471521.00
0.0000  14.00  2133.214843  471631.00
0.0000  14.00  2175.097656  471741.00
0.0000  14.00  2161.125000  471852.00
0.0000  14.00  2077.531250  471961.00
0.0000  14.00  2175.097656  472072.00
0.0000  14.00  2091.437500  472181.00
0.0000  14.00  2175.097656  472292.00
0.0000  14.00  2077.531250  472401.00
0.0000  14.00  2513.609375  472512.00
0.0000  14.00  2091.437500  472622.00
0.0000  14.00  2161.125000  472732.00
0.0000  14.00  2077.531250  472842.00
0.0000  14.00  2175.097656  472952.00
0.0000  14.00  2077.531250  473062.00
0.0000  14.00  2161.125000  473172.00
0.0000  14.00  2133.214843  473282.00
0.0000  14.00  2217.070312  473392.00
0.0000  14.00  2091.437500  473502.00
0.0000  14.00  2217.070312  473612.00
0.0000  14.00  2091.437500  473722.00
0.0000  14.00  2175.097656  473832.00
0.0000  14.00  2091.437500  473943.00
0.0000  14.00  2161.125000  474052.00
0.0000  14.00  2175.097656  474163.00
0.0000  14.00  2091.437500  474272.00
0.0000  14.00  2175.097656  474383.00
0.0000  14.00  2091.437500  474492.00
0.0000  14.00  2161.125000  474603.00
0.0000  14.00  2133.214843  474713.00
0.0000  14.00  2203.066406  474823.00
0.0000  14.00  2119.281250  474933.00
0.0000  14.00  2175.097656  475043.00
0.0000  14.00  2133.214843  475153.00
0.0000  14.00  2161.125000  475264.00
0.0000  14.00  2133.214843  475373.00
0.0000  14.00  2217.070312  475483.00
0.0000  14.00  2470.949218  475593.00
0.0000  14.00  2556.367187  475703.00
0.0000  14.00  2133.214843  475813.00
0.0000  14.00  2217.070312  475923.00
0.0000  14.00  2485.160156  476034.00
0.0000  14.00  2217.070312  476143.00
0.0000  14.00  2133.214843  476254.00
0.0000  14.00  2203.066406  476363.00
0.0000  14.00  2217.070312  476474.00
0.0000  14.00  2161.125000  476583.00
0.0000  14.00  2175.097656  476694.00
0.0000  14.00  2091.437500  476804.00
0.0000  14.00  2217.070312  476914.00
0.0000  14.00  2077.531250  477024.00
0.0000  14.00  2217.070312  477134.00
0.0000  14.00  2091.437500  477244.00
0.0000  14.00  2217.070312  477355.00
0.0000  14.00  2077.531250  477464.00
0.0000  14.00  2175.097656  477575.00
0.0000  14.00  2077.531250  477684.00
0.0000  14.00  2161.125000  477795.00
0.0000  14.00  2077.531250  477904.00
0.0000  14.00  2175.097656  478014.00
0.0000  14.00  2077.531250  478125.00
0.0000  14.00  2161.125000  478234.00
0.0000  14.00  2385.933593  478345.00
0.0000  14.00  2119.281250  478454.00
0.0000  14.00  2035.878906  478565.00
0.0000  14.00  2119.281250  478674.00
0.0000  14.00  2035.878906  478785.00
0.0000  14.00  2119.281250  478895.00
0.0000  14.00  2035.878906  479005.00
0.0000  14.00  2161.125000  479115.00
0.0000  14.00  2133.214843  479225.00
0.0000  14.00  2119.281250  479335.00
0.0000  14.00  2161.125000  479446.00
0.0000  14.00  2077.531250  479555.00
0.0000  14.00  2119.281250  479666.00
0.0000  14.00  2077.531250  479775.00
0.0000  14.00  2077.531250  479886.00
0.0000  14.00  2049.750000  479995.00
0.0000  14.00  2485.160156  480106.00
0.0000  14.00  2091.437500  480216.00
0.0000  14.00  2175.097656  480326.00
0.0000  14.00  2035.878906  480436.00
0.0000  14.00  2161.125000  480546.00
0.0000  14.00  2035.878906  480656.00
0.0000  14.00  2077.531250  480766.00
0.0000  14.00  2035.878906  480876.00
0.0000  14.00  2119.281250  480986.00
0.0000  14.00  2035.878906  481096.00
0.0000  14.00  2119.281250  481206.00
0.0000  14.00  2091.437500  481316.00
0.0000  14.00  2175.097656  481426.00
0.0000  14.00  2035.878906  481537.00
0.0000  14.00  2119.281250  481646.00
0.0000  14.00  2077.531250  481757.00
0.0000  14.00  2203.066406  481866.00
0.0000  14.00  2133.214843  481977.00
0.0000  14.00  2161.125000  482086.00
0.0000  14.00  2175.097656  482197.00
0.0000  14.00  2175.097656  482307.00
0.0000  14.00  2513.609375  482417.00
0.0000  14.00  2091.437500  482527.00
0.0000  14.00  2119.281250  482637.00
0.0000  14.00  2371.800781  482747.00
0.0000  14.00  2119.281250  482857.00
0.0000  14.00  2035.878906  482967.00
0.0000  14.00  2119.281250  483078.00
0.0000  14.00  2049.750000  483187.00
0.0000  14.00  2133.214843  483298.00
0.0000  14.00  2049.750000  483407.00
0.0000  14.00  2119.281250  483518.00
0.0000  14.00  2035.878906  483628.00
0.0000  14.00  2161.125000  483737.00
0.0000  14.00  2091.437500  483848.00
0.0000  14.00  2119.281250  483957.00
0.0000  14.00  2049.750000  484068.00
0.0000  14.00  2470.949218  484177.00
0.0000  14.00  2133.214843  484288.00
0.0000  14.00  2119.281250  484398.00
0.0000  14.00  2077.531250  484508.00
0.0000  14.00  2119.281250  484618.00
0.0000  14.00  2133.214843  484728.00
0.0000  14.00  2035.878906  484838.00
0.0000  14.00  2119.281250  484948.00
0.0000  14.00  2077.531250  485058.00
0.0000  14.00  2161.125000  485169.00
0.0000  14.00  2077.531250  485278.00
0.0000  14.00  2175.097656  485389.00
0.0000  14.00  2077.531250  485498.00
0.0000  14.00  2161.125000  485609.00
0.0000  14.00  2091.437500  485719.00
0.0000  14.00  2161.125000  485829.00
0.0000  14.00  2077.531250  485939.00
0.0000  14.00  2161.125000  486048.00
0.0000  14.00  2077.531250  486159.00
0.0000  14.00  2175.097656  486268.00
0.0000  14.00  2035.878906  486379.00
0.0000  14.00  2161.125000  486489.00
0.0000  14.00  2077.531250  486599.00
0.0000  14.00  2119.281250  486709.00
0.0000  14.00  2049.750000  486819.00
0.0000  14.00  2077.531250  486929.00
0.0000  14.00  2077.531250  487040.00
0.0000  14.00  1980.488281  487149.00
0.0000  14.00  2077.531250  487260.00
0.0000  14.00  1994.320312  487369.00
0.0000  14.00  2077.531250  487480.00
0.0000  14.00  2022.011718  487589.00
0.0000  14.00  2077.531250  487700.00
0.0000  14.00  2035.878906  487810.00
0.0000  14.00  2077.531250  487920.00
0.0000  14.00  1994.320312  488030.00
0.0000  14.00  2133.214843  488140.00
0.0000  14.00  1980.488281  488250.00
0.0000  14.00  2119.281250  488360.00
0.0000  14.00  2035.878906  488470.00
0.0000  14.00  2119.281250  488581.00
0.0000  14.00  2035.878906  488690.00
0.0000  14.00  2063.636718  488801.00
0.0000  14.00  1980.488281  488910.00
0.0000  14.00  2470.949218  489021.00
0.0000  14.00  2035.878906  489131.00
0.0000  14.00  2470.949218  489241.00
0.0000  14.00  2035.878906  489351.00
0.0000  14.00  2119.281250  489461.00
0.0000  14.00  2343.570312  489571.00
0.0000  14.00  2063.636718  489681.00
0.0000  14.00  1980.488281  489791.00
0.0000  14.00  2105.351562  489902.00
0.0000  14.00  2329.472656  490011.00
0.0000  14.00  2414.230468  490122.00
0.0000  14.00  2008.160156  490231.00
0.0000  14.00  2077.531250  490342.00
0.0000  14.00  1952.855468  490451.00
0.0000  14.00  2022.011718  490562.00
0.0000  14.00  1911.488281  490672.00
0.0000  14.00  2035.878906  490782.00
0.0000  14.00  1911.488281  490892.00
0.0000  14.00  2091.437500  491002.00
0.0000  14.00  1939.054687  491112.00
0.0000  14.00  2035.878906  491223.00
0.0000  14.00  1952.855468  491332.00
0.0000  14.00  2035.878906  491443.00
0.0000  14.00  1952.855468  491552.00
0.0000  14.00  2077.531250  491663.00
0.0000  14.00  1994.320312  491772.00
0.0000  14.00  2077.531250  491883.00
0.0000  14.00  1952.855468  491993.00
0.0000  14.00  2035.878906  492103.00
0.0000  14.00  1911.488281  492213.00
0.0000  14.00  2035.878906  492323.00
0.0000  14.00  1952.855468  492433.00
0.0000  14.00  2035.878906  492544.00
0.0000  14.00  1994.320312  492653.00
0.0000  14.00  2063.636718  492764.00
0.0000  14.00  1994.320312  492873.00
0.0000  14.00  2063.636718  492984.00
0.0000  14.00  1994.320312  493093.00
0.0000  14.00  2077.531250  493204.00
0.0000  14.00  1980.488281  493314.00
0.0000  14.00  2035.878906  493424.00
0.0000  14.00  1994.320312  493534.00
0.0000  14.00  2077.531250  493644.00
0.0000  14.00  2343.570312  493754.00
0.0000  14.00  2063.636718  493864.00
0.0000  14.00  1939.054687  493974.00
0.0000  14.00  2035.878906  494085.00
0.0000  14.00  1994.320312  494194.00
0.0000  14.00  2077.531250  494305.00
0.0000  14.00  1994.320312  494414.00
0.0000  14.00  2022.011718  494525.00
0.0000  14.00  1939.054687  494635.00
0.0000  14.00  2063.636718  494745.00
0.0000  14.00  1939.054687  494855.00
0.0000  14.00  2022.011718  494965.00
0.0000  14.00  2287.238281  495075.00
0.0000  14.00  2077.531250  495184.00
0.0000  14.00  1939.054687  495295.00
0.0000  14.00  2008.160156  495405.00
0.0000  14.00  1994.320312  495515.00
0.0000  14.00  2063.636718  495625.00
0.0000  14.00  1939.054687  495735.00
0.0000  14.00  2077.531250  495846.00
0.0000  14.00  1980.488281  495955.00
0.0000  14.00  2077.531250  496066.00
0.0000  14.00  1980.488281  496176.00
0.0000  14.00  2077.531250  496285.00
0.0000  14.00  2329.472656  496396.00
0.0000  14.00  2063.636718  496505.00
0.0000  14.00  1939.054687  496616.00
0.0000  14.00  2063.636718  496726.00
0.0000  14.00  1994.320312  496836.00
0.0000  14.00  2077.531250  496946.00
0.0000  14.00  1994.320312  497056.00
0.0000  14.00  2077.531250  497166.00
0.0000  14.00  1994.320312  497276.00
0.0000  14.00  2077.531250  497386.00
0.0000  14.00  1994.320312  497497.00
0.0000  14.00  2077.531250  497606.00
0.0000  14.00  1994.320312  497717.00
0.0000  14.00  2022.011718  497826.00
0.0000  14.00  1980.488281  497937.00
0.0000  14.00  2063.636718  498046.00
0.0000  14.00  1980.488281  498157.00
0.0000  14.00  2077.531250  498267.00
0.0000  14.00  1994.320312  498377.00
0.0000  14.00  2063.636718  498487.00
0.0000  14.00  1980.488281  498597.00
0.0000  14.00  2063.636718  498707.00
0.0000  14.00  1980.488281  498818.00
0.0000  14.00  2077.531250  498927.00
0.0000  14.00  1994.320312  499038.00
0.0000  14.00  2077.531250  499147.00
0.0000  14.00  1994.320312  499258.00
0.0000  14.00  2105.351562  499367.00
0.0000  14.00  1994.320312  499478.00
0.0000  14.00  2077.531250  499588.00
0.0000  14.00  2035.878906  499698.00
0.0000  14.00  2077.531250  499808.00
0.0000  14.00  1994.320312  499918.00
0.0000  14.00  2414.230468  500028.00
0.0000  14.00  2049.750000  500139.00
0.0000  14.00  2119.281250  500248.00
0.0000  14.00  2063.636718  500359.00
0.0000  14.00  2077.531250  500468.00
0.0000  14.00  2414.230468  500579.00
0.0000  14.00  1994.320312  500688.00
0.0000  14.00  2077.531250  500799.00
0.0000  14.00  2035.878906  500909.00
0.0000  14.00  2063.636718  501019.00
0.0000  14.00  1980.488281  501129.00
0.0000  14.00  2105.351562  501239.00
0.0000  14.00  2035.878906  501349.00
0.0000  14.00  2063.636718  501459.00
0.0000  14.00  1994.320312  501569.00
0.0000  14.00  2077.531250  501680.00
0.0000  14.00  2329.472656  501789.00
0.0000  14.00  2063.636718  501900.00
0.0000  14.00  2035.878906  502009.00
0.0000  14.00  2077.531250  502120.00
0.0000  14.00  1994.320312  502230.00
0.0000  14.00  2077.531250  502340.00
0.0000  14.00  1994.320312  502450.00
0.0000  14.00  2077.531250  502560.00
0.0000  14.00  1994.320312  502670.00
0.0000  14.00  2077.531250  502780.00
0.0000  14.00  1994.320312  502890.00
0.0000  14.00  2022.011718  503001.00
0.0000  14.00  1952.855468  503110.00
0.0000  14.00  2022.011718  503221.00
0.0000  14.00  1939.054687  503330.00
0.0000  14.00  2022.011718  503441.00
0.0000  14.00  1939.054687  503550.00
0.0000  14.00  2357.679687  503661.00
0.0000  14.00  1980.488281  503771.00
0.0000  14.00  2063.636718  503881.00
0.0000  14.00  2329.472656  503991.00
0.0000  14.00  2077.531250  504101.00
0.0000  14.00  1994.320312  504211.00
0.0000  14.00  2022.011718  504322.00
0.0000  14.00  1939.054687  504431.00
0.0000  14.00  2022.011718  504542.00
0.0000  14.00  1939.054687  504651.00
0.0000  14.00  2022.011718  504762.00
0.0000  14.00  1939.054687  504871.00
0.0000  14.00  2022.011718  504982.00
0.0000  14.00  1952.855468  505092.00
0.0000  14.00  2022.011718  505202.00
0.0000  14.00  1952.855468  505312.00
0.0000  14.00  2077.531250  505422.00
0.0000  14.00  1939.054687  505532.00
0.0000  14.00  2035.878906  505643.00
0.0000  14.00  1939.054687  505752.00
0.0000  14.00  1980.488281  505863.00
0.0000  14.00  2231.078125  505972.00
0.0000  14.00  2035.878906  506083.00
0.0000  14.00  2273.183593  506192.00
0.0000  14.00  2371.800781  506303.00
0.0000  14.00  1897.718750  506413.00
0.0000  14.00  1925.265625  506523.00
0.0000  14.00  1842.746093  506633.00
0.0000  14.00  1925.265625  506743.00
0.0000  14.00  1842.746093  506853.00
0.0000  14.00  1870.210937  506963.00
0.0000  14.00  1925.265625  507073.00
0.0000  14.00  1925.265625  507184.00
0.0000  14.00  1925.265625  507293.00
0.0000  14.00  1966.664062  507404.00
0.0000  14.00  1980.488281  507513.00
0.0000  14.00  1925.265625  507624.00
0.0000  14.00  2259.136718  507734.00
0.0000  14.00  1925.265625  507844.00
0.0000  14.00  1925.265625  507954.00
0.0000  14.00  1911.488281  508064.00
0.0000  14.00  1966.664062  508174.00
0.0000  14.00  1939.054687  508284.00
0.0000  14.00  2063.636718  508394.00
0.0000  14.00  1952.855468  508505.00
0.0000  14.00  2063.636718  508614.00
0.0000  14.00  1994.320312  508725.00
0.0000  14.00  2077.531250  508834.00
0.0000  14.00  1980.488281  508945.00
0.0000  14.00  2063.636718  509054.00
0.0000  14.00  1980.488281  509165.00
0.0000  14.00  2022.011718  509275.00
0.0000  14.00  1952.855468  509385.00
0.0000  14.00  2035.878906  509495.00
0.0000  14.00  1939.054687  509605.00
0.0000  14.00  2022.011718  509715.00
0.0000  14.00  1994.320312  509826.00
0.0000  14.00  2357.679687  509935.00
0.0000  14.00  1883.960937  510046.00
0.0000  14.00  2022.011718  510155.00
0.0000  14.00  1897.718750  510266.00
0.0000  14.00  1966.664062  510375.00
0.0000  14.00  1939.054687  510486.00
0.0000  14.00  2273.183593  510596.00
0.0000  14.00  1842.746093  510706.00
0.0000  14.00  1966.664062  510816.00
0.0000  14.00  1897.718750  510926.00
0.0000  14.00  1980.488281  511036.00
0.0000  14.00  1897.718750  511147.00
0.0000  14.00  2063.636718  511256.00
0.0000  14.00  1939.054687  511367.00
0.0000  14.00  2022.011718  511476.00
0.0000  14.00  2287.238281  511587.00
0.0000  14.00  2357.679687  511696.00
0.0000  14.00  1883.960937  511807.00
0.0000  14.00  1980.488281  511917.00
0.0000  14.00  1842.746093  512027.00
0.0000  14.00  1966.664062  512137.00
0.0000  14.00  1883.960937  512247.00
0.0000  14.00  1966.664062  512357.00
0.0000  14.00  1939.054687  512467.00
0.0000  14.00  2022.011718  512577.00
0.0000  14.00  1939.054687  512688.00
0.0000  14.00  2022.011718  512797.00
0.0000  14.00  1897.718750  512908.00
0.0000  14.00  2329.472656  513017.00
0.0000  14.00  1925.265625  513128.00
0.0000  14.00  2315.382812  513238.00
0.0000  14.00  1897.718750  513348.00
0.0000  14.00  1980.488281  513458.00
0.0000  14.00  1883.960937  513568.00
0.0000  14.00  1980.488281  513678.00
0.0000  14.00  1939.054687  513788.00
0.0000  14.00  2022.011718  513898.00
0.0000  14.00  1994.320312  514009.00
0.0000  14.00  2428.394531  514118.00
0.0000  14.00  2063.636718  514229.00
0.0000  14.00  2119.281250  514338.00
0.0000  14.00  2161.125000  514449.00
0.0000  14.00  2428.394531  514558.00
0.0000  14.00  2217.070312  514669.00
0.0000  14.00  2175.097656  514779.00
0.0000  14.00  2613.531250  514889.00
0.0000  14.00  2189.078125  514999.00
0.0000  14.00  2315.382812  515109.00
0.0000  14.00  2245.105468  515219.00
0.0000  14.00  2329.472656  515330.00
0.0000  14.00  2231.078125  515439.00
0.0000  14.00  2259.136718  515550.00
0.0000  14.00  2133.214843  515659.00
0.0000  14.00  2527.851562  515770.00
0.0000  14.00  2091.437500  515879.00
0.0000  14.00  2470.949218  515989.00
0.0000  14.00  2385.933593  516100.00
0.0000  14.00  2119.281250  516209.00
0.0000  14.00  2077.531250  516320.00
0.0000  14.00  2175.097656  516429.00
0.0000  14.00  2133.214843  516540.00
0.0000  14.00  2175.097656  516649.00
0.0000  14.00  2091.437500  516760.00
0.0000  14.00  2175.097656  516870.00
0.0000  14.00  2161.125000  516980.00
0.0000  14.00  2442.566406  517090.00
0.0000  14.00  2161.125000  517200.00
0.0000  14.00  1994.320312  517310.00
0.0000  14.00  2161.125000  517421.00
0.0000  14.00  2091.437500  517530.00
